epoch,train_loss,val_auc
1,0.14124931462786414,0.9009210181913363
2,0.12546135925433852,0.914196440256511
3,0.1126233331266452,0.8967208153383065
4,0.10482195845212448,0.8589762465645858
5,0.10239452817900614,0.8286832548095799
6,0.09081021256067535,0.8215956681062688
7,0.08005634487860581,0.8196489333856825
