epoch,train_loss,val_auc
1,0.14762365419504253,0.7365882352941177
2,0.11556239642722663,0.6464411764705882
3,0.07759038319941176,0.46180882352941177
4,0.049667422443108504,0.4448480392156863
5,0.03691111267869209,0.41881372549019613
6,0.02559342649548726,0.4415098039215686
