epoch,train_loss,val_auc
1,0.162876436825503,0.8500645406226272
2,0.13832175088199702,0.857798025816249
3,0.13083374889736826,0.8704821564160973
4,0.12569824292917142,0.8676917236142749
5,0.12347335774790157,0.8694912680334093
6,0.121351505714384,0.8740926347760061
7,0.1179869229143316,0.8734054669703872
8,0.11877441753379324,0.8717843583902809
9,0.11639210327782414,0.8692103264996204
10,0.11745859818025069,0.8727410782080487
11,0.1148778906261379,0.8716135155656797
